56820;48375 53926 53883 48079 53884
62820;53880 51366 53838 51070 53837
55030;53927 53903 53893 47935 53922 49467
62821;53876 53881 53847 50926 53857 52458
56822;53894 53901 53835 53832 48916 53922 47897
62822;53876 53835 53832 53855 50888 53848 51907
56823;54012 54017 54004 53994
62823;53966 53948 53958 53971
56824;48952 53924 53906
62824;53860 53878 51943
56825;53911 53901 53833 53925
62825;53833 53865 53879 53855
56826;53927 53919 53901 53832 49153 53902 53911 53883 47983 49435
62826;53873 53881 53865 53832 11855 53855 52426 52144 53837 53856
56827;53890 53919 53903 48076 48397 53885
62827;53873 53839 51067 51388 53844 53857
56828;53978 53832
62828;53932 53832
56829;47949 53926 53914 53910
62829;50940 53880 53864 53868
56830;53919 53901 53832 48586 48192 53883 53885
62830;53873 53839 53832 51577 51183 53855 53837
56831;54004 53994 53832 54019 53976
62831;53930 53948 53958 53832 53973
56832;53884 53923 48973 53832
62832;53838 53832 51964 53877
56833;48080 53919 53890 48288 53922
62833;53873 53876 51071 53844 51279
56834;53919 49212 53894 53904 47953
62834;53873 52203 53858 50944 53848
56889;54004 53994 53832 53978 54011 53974
62889;53948 53932 53958 53832 53965 53928
56890;53927 53900 48606 53908 53922 49467
62890;53881 53876 53854 53862 51597 52458
56891;53982 53974 53835 54013
62891;53967 53936 53835 53928
56892;53902 53919 49521 53883
62892;53873 53837 53856 11934
54537;53919 53903 53920
62893;53873 53874 53857
56894;53921 53900 48689 48551 53907 53910
62894;53854 53861 53875 53864 51542 51680
56947;53907 53900 53901 53903
62947;53857 53854 53855 53861
56948;53832 53909 53906 53884 53895
62948;53832 53863 53849 53838 53860
56949;53904 53883 53832
62949;53837 53858 53832
56950;53927 53835 53833 48133 53920 53922 49116
62950;53881 53876 53835 51124 52107 53833 53874
57008;53884 53924 53890
63008;53838 53844 53878
57009;48809 53901 53904 53889 49347
63009;52338 53855 51800 53858 53843
57010;53927 53919 48941 48485 53922 53887
63010;53873 53881 53876 53841 51476 51932
57011;47929 50006 53900 53908 53914
63011;53854 52997 53862 50920 53868
57012;48158 53919 48876 53901 53883 53884
63012;53873 53838 53855 51867 51149 53837
57013;53885 53889 53912 53832
63013;53866 53839 53843 53832
57014;53924 53901 53833 53912
63014;53833 53855 53878 53866
57015;53994 53832 53981 54019 54015 53834
63015;53969 53948 53832 53973 53834 53935
57016;53894 53901 53903 53832 53882 53906 49070 47896 53925
63016;53832 52061 53855 53836 53857 53879 53860 50887 53848
57017;53884 49124 53923 53832
63017;53838 53877 53832 52115
57018;54004 53832 53980 54011 53996
63018;53934 53958 53832 53950 53965
57019;53921 53923 53901 53912 47847 47857
63019;53866 53855 53877 50838 11826 53875
57060;53890 53901 47925 53883 47850 53922 49799
63060;50841 53876 53844 53855 52790 50916 53837
57061;53913 53917 48975 53832 48193 53909 53892 53914
63061;53867 53832 53863 51184 53871 53846 53868 51966
57062;53921 53911 53900 53914 48941
63062;53865 53854 53875 53868 51932
57063;53927 53921 48869 53832 53922 49154
63063;53881 53876 53832 11912 52145 53875
57064;53901 53903 53832 53904 53891
63064;53832 53855 53845 53857 53858
57120;53888 49640 53919 48891
63120;53873 51882 53842 52631
57121;53884 49640 53918 53906
63121;53838 53860 53872 52631
57122;53884 49640 53926 53914
63122;53838 53868 53880 52631
57123;53919 53917 49640 53914 53884 53922
63123;53873 53876 52631 53871 53838 53868
57124;53927 53901 48470 49822 53926 53910
63124;51461 53881 53880 53855 52813 53864
57125;53918 53835 48130 53900 53922 49576
63125;53872 53876 51121 53854 53835 52567
57180;53927 53917 53893 47893 49589
63180;53881 53847 50884 53871 52580
57181;54019 54014 53996 53835
63181;53973 53835 53950 53968
57182;53919 53832 49875 48217 47962 53883 53888 53910
63182;53873 50953 53832 52866 51208 53842 53864 53837
57183;53918 49540 53903 53832 49111 53900 53922
63183;53872 53876 52102 53854 53832 53857 52531
57184;53919 53894 53832 47919 53895 49714 53920 49306 53885
63184;53873 53839 53832 52297 50910 53874 53849 53848 52705
57188;53919 53894 47919 48223 53920 53922 49693 53895
63188;53873 53876 50910 51214 53874 53849 52684 53848
57239;53927 53832 53906 49025 53920 53922
63239;53876 53881 53832 52016 53874 53860
57240;53927 53921 53919 48308 53884 48688 49025 53920 48242 53922 53925
63240;53873 51679 53881 53876 53838 52016 53874 51233 51299 53875 53879
57241;53891 49381 48984 53883 53885
63241;53839 51975 53845 52372 53837
57242;53927 53835 49381 49025 53920 53922
63242;53876 53881 53835 52016 53874 52372
57243;53901 53832 53903
63243;53857 53855 53832
57244;48007 53894 53832 53891 53926 49527
63244;53880 53832 52518 53845 50998 53848
57245;53918 53900 49389
63245;53872 53854 52380
57246;53919 53835 53832 48660 53900 48430 53883 53922
63246;51421 53873 53876 53835 53854 53832 51651 53837
57247;53894 53832 53912 53882 53906 47896 53925 48728
63247;53866 51719 53832 53836 50887 53879 53860 53848
57248;53919 53894 53889 49648 53922
63248;53873 53876 52639 53848 53843
57249;53884 53917 48918 53903
63249;53838 53857 51909 53871
57250;53927 53890 47914 53919 53921 47847
63250;53873 53881 53844 50905 50838 53875
57251;53919 53912 48115 53893 53882 53889 49590 53906
63251;53873 53866 53847 53836 52581 51106 53860 53843
57252;53913 48252 53835 53900 53922 48918
63252;53876 53867 53854 53835 51243 51909
57253;53913 53927 48252 48869 53835 53924 53900 53922 48918
63253;53881 53876 53867 53835 53878 53854 11912 51243 51909
57254;53927 53919 53832 53893 53911 48585 49521
63254;53873 53881 53865 53832 53847 11934 51576
57255;53927 53832 53911 48585 53922 53910
63255;53876 53881 53865 53832 51576 53864
57256;53913 53927 53832 53911 48585 48918
63256;53881 53865 53867 53832 51909 51576
57257;53927 49819 53919 49406 53909 53895
63257;53873 53881 52810 53863 53849 52397
57258;53927 53832 53906 53911 48585 53922
63258;53876 53881 53865 53832 51576 53860
57259;53993 53832 54007 53975 53976
63259;53930 53832 53947 53961 53929
57260;53911 53901 48131 53832
63260;51122 53865 53855 53832
57261;48640 53919 53894 48688 53906 53900 53898
63261;53873 51679 53854 53852 51631 53860 53848
57262;53919 48041 53900 48500 53910
63262;53873 53854 51491 51032 53864
57263;53919 49110 48500 53912
63263;53873 53866 52101 51491
57264;53919 53832 48537 53920 48500
63264;53873 53832 51528 53874 51491
57265;48000 53903 53833 49686 53883
63265;53833 53857 52677 53837 50991
57266;53919 47949 53900 48500 53910
63266;53873 53854 50940 51491 53864
57267;53919 53832 53889 48400 53906 53922 49797 48500
63267;53873 51391 53876 53832 52788 51491 53860 53843
57268;53917 53833 53912
63268;53866 53833 53871
57269;53890 53912 53906
63269;53866 53844 53860
57270;53919 53912 53832 53900 48500 48038
63270;53873 53866 53854 53832 51029 51491
57271;53919 49759 53926 48079 53907 48500
63271;53873 53880 52750 53861 51491 51070
57272;53927 48869 53912 53924 53900 49082
63272;53866 53881 53854 53878 11912 52073
57273;53890 53919 49876 49521 53920 48500 53887
63273;53873 52867 53841 53844 11934 53874 51491
57274;53899 53927 49885
63274;53881 52876 53853
57275;53927 53904 49707 53832
63275;52698 53832 53858 53881
57276;53927 53901 53832 53920 48133 53883 48162
63276;53881 51124 51153 53832 53855 53874 53837
57277;53919 53901 48455 48254 53883 53895
63277;53873 53855 53849 51245 53837 51446
57278;53919 49801 53912 48864 53900 53883
63278;53873 53866 53854 52792 51855 53837
57279;53927 53924 48489 47943 53883
63279;51480 53881 53878 50934 53837
57280;53912 53906 53899 53926 48489
63280;51480 53866 53880 53853 53860
57281;53903 49215 49720 53900 53910 53925
63281;53854 52711 52206 53857 53879 53864
57282;53901 53903 49720 48455 53883 53925
63282;53855 52711 53857 53879 53837 51446
57283;53919 53894 53903 49720 48620 53911
63283;53873 53865 52711 51611 53857 53848
57303;53890 53901 53832 47924 53882 48297
63303;50915 53832 53844 53836 53855 51288
57304;53901 53835 53832 53900 53920 53922 49555 48161
63304;53876 53835 53854 53832 52546 53855 53874 51152
57305;53915 53927 49807 48129 53925
63305;53881 52798 53869 51120 53879
57306;53927 53835 53832 53900 48452 53920 53922 49075
63306;53881 53876 52066 53835 53854 53832 51443 53874
57307;48308 53903 53893 48611 53925
63307;53847 53857 51299 51602 53879
57308;53901 53832 47924 47973 53920
63308;50964 50915 53832 53855 53874
57309;53918 49111 48911 53900 53922
63309;53872 53876 52102 53854 51902
57310;53835 53903 48384 53893 49019 53922
63310;53876 53835 51375 53847 53857 52010
57311;49540 48975 53903 53832 53904 53922
63311;53876 53832 53857 52531 51966 53858
57312;53901 53903 53832 48384 53893 48192 53883
63312;51375 53832 53847 51183 53855 53857 53837
57313;53917 53912 47909 48533 53895
63313;53866 50900 53871 53849 11899
57314;53923 53912 49357 53909 47847 53925
63314;53866 52348 53863 53877 50838 53879
57315;48308 53903 53900 48693 53910 53925
63315;53854 51684 53857 53879 51299 53864
57316;53987 54009 53832 53998
63316;53963 53952 53941 53832
57317;53919 53904 53900 49148 53896 48693 53910 49442
63317;53873 53854 52433 51684 52139 53850 53864 53858
57318;53894 53903 53891 53833 53906
63318;53833 53845 53857 53860 53848
57319;53919 48876 48724 53884 53922
63319;53873 53876 53838 51715 51867
57320;53927 53901 49218 48275 53911 53892
63320;53881 53865 53855 53846 51266 52209
57321;53927 53921 48972 48400 48475 53900 53908 53892
63321;51391 51963 53881 53854 53846 53862 53875 51466
57322;54019 54013 53832 53988
63322;53967 53973 53942 53832
57323;53923 48869 53912 53832 48675 53895
63323;53866 53832 11912 51666 53877 53849
57395;53927 49885 53835 53899 53900 53922 48251
63395;53881 53876 53835 53854 52876 51242 53853
57396;48456 53835 53832 53900 53922 53910 48251
63396;53876 53835 53854 53832 51447 51242 53864
57457;53927 53919 48476 53832 48155 53893 53883
63457;53873 53881 53832 53847 51467 53837 51146
57458;48595 53924 53885 53888
63458;53842 53839 53878 51586
57459;53922 48286
63459;53876 51277
57460;49575 53921 53883 48400
63460;53875 51391 52566 53837
57461;53903 53832 48533 53920 49291 53895
63461;53832 52282 53874 53857 53849 11899
57462;53911 53901 53832 49291
63462;53855 53865 52282 53832
57463;49291 53903 53832 53920
63463;53874 53857 52282 53832
57464;49916 53903 53832 53920 53883 49291 53887
63464;53832 53841 52907 52282 53874 53857 53837
57465;53919 53832 48068 53882 53889 53902 53883 49728 53888
63465;53873 53832 53836 52719 53842 53856 53837 53843 51059
57466;53912 48068 53911 53900 49082
63466;53866 53865 53854 52073 51059
57467;53927 53886 49132 53832 48155 53893
63467;53881 53832 53847 53840 52123 51146
57468;53919 53917 48497 53833 53909 47935 53920 53895
63468;53873 53863 51488 53833 50926 53871 53849 53874
57469;49916 53921 53835 53832 53904 53900 49834
63469;53835 53854 53832 52907 52825 53875 53858
57470;53924 53833 53911 54003 47858
63470;50849 53865 53878 53833 53957
57471;53832 48414 49176 53900 53920 53910
63471;52167 53854 53832 51405 53874 53864
57472;53835 53924 48414 48688 53900 53920
63472;51679 53854 53878 53835 51405 53874
57473;53927 53919 53832 53893 47859 53833 49521 48960 53883 47858 53897
63473;53873 50849 53881 53851 53832 53847 53833 11934 51951 50850 53837
57474;53927 53882 48414 48365 53920
63474;53881 51405 53836 51356 53874
56646;53832 53833 47859 53883 47858
63475;50849 53832 53833 50850 53837
57476;49306 53896 53906
63476;52297 53850 53860
57477;48531 53923 53924 48724 53833 53922
63477;53876 53878 51522 53833 53877 51715
57478;53901 48414 53909 53920 48525
63478;51516 53863 51405 53855 53874
57479;53904 48455 49148 53883 53884 53922
63479;53876 51446 52139 53838 53837 53858
57480;49819 53919 53895 48730 53885
63480;53873 53839 52810 53849 51721
57481;53915 53927 49072 53987 53901 53832 53834 53909 48364 53996
63481;11886 53881 53832 53863 52063 53941 53834 53869 53855 53950
57482;54002 54018 53982 53994
63482;53956 53972 53948 53936
57483;53927 53912 53832 49684 48676 53885
63483;53881 53866 53839 53832 51667 52675
57484;53912 49684 49217 53900 53910
63484;53866 53854 52208 52675 53864
57486;53832 48254 53906 53899 53884 53885
63486;53839 53832 53853 53838 51245 53860
57494;53919 53912 53832 49124 53884 50007
63494;53873 53866 53832 52115 52998 53838
57559;53917 48975 53909 53914 49278 53925
63559;53863 53871 52269 53868 53879 51966
57560;53884 53888 53882 49465
63560;53838 53842 53836 52456
57622;48470 53901 53924 53832
63622;51461 53855 53878 53832
57685;53885 48658 53906
63685;53839 51649 53860
57686;53919 53832 48675 53909 49205 53902 53884
63686;53873 53832 53863 52196 51666 53838 53856
54472;53917 48975 53832 53914 53896 53884 49428
60472;53832 53871 52419 53838 53868 53850 51966
54473;48203 53900 53919
60473;51194 53854 53873
54474;53898 53883 48794
60474;53852 51785 53837
54475;53835 53832 49777 53900 48641 53920 53922
60475;53876 52768 53854 53832 53835 53874 51632
54476;53927 47951 53882 53909 53883 53885
60476;53881 53839 53863 53836 50942 53837
54477;53903 53832 48533 53900 53884 48882 53895
60477;53854 53832 53849 53857 11899 53838 51873
54478;53912 49878 53904 53832
60478;52869 53866 53858 53832
54508;48876 53832 53883 53888 53884
60508;53832 53838 51867 53842 53837
54509;53919 53835 53832 53904 48747 53900 53884 53922 47958 48592
60509;53873 53876 53835 53854 53832 53838 50949 51583 51738 53858
54510;53835 53923 53832 49876 53900 53920 49659
60510;52650 53835 52867 53832 53854 53877 53874
54511;47884 53923 53901 53835
60511;50875 53835 53855 53877
54512;48409 53832 53893 49901 53883
